Org Name,Organization Type,HQ Related Organization,Org Contacts,Long Name / Description,Website URL,Project Name,Full Name,Sub / HQ,Resources,"Industry ",Track Record,Charlottesville?,Virginia?
Center for Advanced Study of Teaching and Learning,University Unit or School,,,"A UVA research center focused on advancing the science and practice of early childhood and K�12 teaching and learning, supporting both policy and classroom innovation.",https://education.virginia.edu/research-initiatives/research-centers-labs/center-advanced-study-teaching-and-learning,Thrivin3 (https://www.notion.so/Thrivin3-1dc4e34e337d80848d04d0d157d7ced3?pvs=21),,,training,education / edtech,"Portfolio/Alumni Size (200+ faculty, research scientists & staff, interdisciplinary projects from infancy through higher education); Activity/Engagement Level (since 2006, ~18 years); Press/News Presence (multiple mentions via UVA Today, AdLit, and ECE?Virginia platform); Funding Impact (recipient of ~$681K NIH postdoctoral training award; ongoing partnerships with VDOE, VECF via ~$1M+ grants)",Yes,Yes
UVA Student Council,University Unit or School,,,"The official student government of the University of Virginia, providing funding, advocacy, and programming to support student life and university improvement initiatives.",https://www.uvastudco.com/,UVA Sawmill (https://www.notion.so/UVA-Sawmill-1e54e34e337d80cfaf5fc857e91d0bb1?pvs=21),,,"funding, incubation, mentorship, networking",impact / social ventures,Activity/Engagement Level (ongoing student?governance since decades); Press/News Presence (15+ mentions in Cavalier Daily and NBC29 on student?life and policy resolutions),Yes,Yes
Virginia Department of Forestry,Entrepreneurship Support Organization,,,"A state agency managing and protecting Virginia�s forest resources through conservation, landowner education, and wildfire prevention programs.",https://dof.virginia.gov,UVA Sawmill (https://www.notion.so/UVA-Sawmill-1e54e34e337d80cfaf5fc857e91d0bb1?pvs=21),,,training,"agriculture / food, climate / cleantech",Activity/Engagement Level (since early 1900s); Funding Impact (provides technical assistance and supports urban/community forestry; administers low?interest loans/grants through programs like AFID and Forest Financing),No,Yes
Before Building Laboratory,University Unit or School,,,"A UVA-affiliated initiative or research group (exact description unclear without further context) possibly involved in architecture, design, or pre-development studies.",https://before-building.com,UVA Sawmill (https://www.notion.so/UVA-Sawmill-1e54e34e337d80cfaf5fc857e91d0bb1?pvs=21),,,"incubation, validation","climate / cleantech, real estate / proptech","Activity/Engagement Level (since ~2021); Press/News Presence (featured in Metropolis Magazine, received UVA Sustainability Leadership Award 2025)",No,No
UVA Facilities Management,University Unit or School,,,"The division responsible for the construction, maintenance, and operations of buildings, grounds, and utilities across the University of Virginia.",https://www.fm.virginia.edu/,UVA Sawmill (https://www.notion.so/UVA-Sawmill-1e54e34e337d80cfaf5fc857e91d0bb1?pvs=21),,,"incubation, networking","climate / cleantech, real estate / proptech","Activity/Engagement Level (since 1920s, ~100?years maintaining & upgrading university facilities); Press/News Presence (numerous UVA Today articles on Innovation Days, sustainability projects, building renewals�50+ mentions in past year) ; Funding Impact (manages multi?million?$ renovation projects including $10M+ for School of Nursing, energy?efficiency revolving fund investments)",Yes,Yes
Takeda Biosciences,Funding Source,,,"A global biopharmaceutical company focused on oncology, rare diseases, neuroscience, and gastroenterology, supporting academic-industry collaborations and research grants.",https://www.takeda.com/what-we-do/research-and-development/,,Kate Matthew (https://www.notion.so/Kate-Matthew-1d74e34e337d81e0a403de3de192b9d3?pvs=21),,"funding, incubation, networking",life sciences,Portfolio/Alumni Size (multiple biotech incubations/licensing agreements); Activity/Engagement Level (75+ years); Press/News Presence (100+); Funding Impact ($12B+ R&D annual),No,No
Integrated DNA Technology,Private Sector,,,"A leading biotechnology company providing nucleic acid products for research, diagnostics, and therapeutic applications, widely used in academic and commercial labs.",https://www.idtdna.com/,,Kate Matthew (https://www.notion.so/Kate-Matthew-1d74e34e337d81e0a403de3de192b9d3?pvs=21),,"incubation, networking",life sciences,Portfolio/Alumni Size (local academic spinouts supported with CRISPR molecular tools); Activity/Engagement Level (25+ years); Press/News Presence (200+); Funding Impact (reagent licensing revenue fueling startups),No,No
Cytiva Biosciences,Private Sector,,,"A global provider of technologies and services supporting biopharmaceutical development and manufacturing, including cell and gene therapy tools.",https://www.cytiva.com/,,Kate Matthew (https://www.notion.so/Kate-Matthew-1d74e34e337d81e0a403de3de192b9d3?pvs=21),,"training, validation","hardware / manufacturing, life sciences","Portfolio/Alumni Size (500+ bioprocessing startups using its platforms); Notable Outcomes (equipment-leading bio-manufacturing ventures); Activity/Engagement Level (100+ years); Press/News Presence (1,000+); Funding Impact ($5B+ in platform investment)",No,No
"Beckman Coulter ",Private Sector,,,A biomedical testing company offering automated laboratory instruments and reagents for diagnostics and life sciences research.,https://www.beckmancoulter.com/,,Kate Matthew (https://www.notion.so/Kate-Matthew-1d74e34e337d81e0a403de3de192b9d3?pvs=21),,"incubation, networking, training","hardware / manufacturing, life sciences",Portfolio/Alumni Size (200+ life-science instrument spinouts); Activity/Engagement Level (90+ years); Press/News Presence (200+); Funding Impact ($2B+ in research/technology partnerships),No,No
Snapgene,Private Sector,,,"A software company providing intuitive tools for planning, visualizing, and documenting molecular biology procedures, widely used in academic research.",https://www.snapgene.com/,,Kate Matthew (https://www.notion.so/Kate-Matthew-1d74e34e337d81e0a403de3de192b9d3?pvs=21),,"incubation, training","life sciences, software / SaaS",Portfolio/Alumni Size (50+ synthetic biology ventures utilizing its software); Activity/Engagement Level (10+ years); Press/News Presence (100+); Funding Impact (via grants to user-based startups),No,No
New England BioLabs,Funding Source,,,"A biotechnology company known for producing high-quality reagents for DNA/RNA research, including restriction enzymes and polymerases.",https://www.neb.com/,,Kate Matthew (https://www.notion.so/Kate-Matthew-1d74e34e337d81e0a403de3de192b9d3?pvs=21),,"funding, mentorship, training",life sciences,Portfolio/Alumni Size (200+ molecular tool startups supported); Notable Outcomes (tool adoption in diagnostics ventures); Activity/Engagement Level (50+ years); Press/News Presence (500+); Funding Impact (via reagent discounts and partnership credits),No,No
757 Collab,Accelerator,,,A Hampton Roads-based accelerator and entrepreneur support organization that helps scale high-growth startups and fosters a vibrant entrepreneurial ecosystem.,https://757collab.org,,,,"acceleration, funding, incubation, mentorship, networking","consumer products, impact / social ventures, life sciences, software / SaaS","Portfolio/Alumni Size (119+ startups in Startup Studios and Accelerate programs, 130+ angel investors); Notable Outcomes (Magazine Jukebox, CXperks among alumni); Activity/Engagement Level (since 2021 incubation; broader ecosystem since ~2015, ~10 years); Press/News Presence (1000s of mentions including regional business, LinkedIn, Innovate757, Virginia Business); Funding Impact ($2.2M+ seed invested via 757 Accelerate; Angel network deployed unknown but significant capital; launched DoD-focused Defense Accelerator with $10K non-dilutive per company)",No,Yes
Dominion Energy Innovation Center,Accelerator,,,"An accelerator located in Ashland, supporting early-stage companies, particularly in energy, advanced manufacturing, and technology sectors.",https://dominnovation.com/,,,,"funding, incubation, networking","climate / cleantech, hardware / manufacturing, software / SaaS",Portfolio/Alumni Size (30+ clean-energy pilot ventures); Activity/Engagement Level (5+ years); Press/News Presence (20+); Funding Impact ($2M+ in funding support),No,Yes
Regional Acceleration and Mentoring Program (RAMP),Accelerator,,,"A Roanoke-based accelerator focusing on high-growth potential companies, providing mentorship, resources, and access to capital.",https://ramprb.tech,,,,"acceleration, funding, incubation, mentorship, networking, training","hardware / manufacturing, impact / social ventures, life sciences, software / SaaS",Portfolio/Alumni Size (50+ local startup teams coached); Activity/Engagement Level (10+ years); Press/News Presence (10+); Funding Impact ($1M+ annually in seed/mentorship),No,Yes
RIoT,Accelerator,,,"An accelerator with a presence in Stafford, focusing on Internet of Things (IoT), smart city, and advanced technology startups.",https://riot.org/,,,,"acceleration, incubation, networking, validation","deep tech, hardware / manufacturing, mobility / transportation, software / SaaS","Portfolio/Alumni Size (supported dozens of startups, 8 selected in latest Accelerator cohort); Activity/Engagement Level (12-week cohorts, now on 18th cohort since ~2014, ~11 years); Press/News Presence (cohort announcements on LinkedIn and local business outlets); Funding Impact (operates funded prototyping/testbed facilities via VIPC Regional Innovation Fund; annual cohorts)",No,Yes
Smart City Works,Accelerator,,,"A Tysons-based accelerator for startups developing smart city solutions, focusing on innovation in urban infrastructure and technology.",https://smartcityworks.org,,,,"funding, incubation, mentorship, networking, training, validation","climate / cleantech, hardware / manufacturing, mobility / transportation, real estate / proptech",Portfolio/Alumni Size (~14 startups since 2015); Notable Outcomes (1 exit: Fend acquired Dec 2024); Activity/Engagement Level (~10 years); Press/News Presence (named a Top?12 Global Accelerator in 2019); Funding Impact (runs Smart City Challenges with cash prizes),No,Yes
Startup Virginia,Accelerator,,,"A Richmond-based non-profit organization providing an incubator program, educational events, and a network of mentors and investors to early-stage companies.",https://startupvirginia.org,,,,"funding, incubation, mentorship, networking","consumer products, impact / social ventures, life sciences, software / SaaS",Portfolio/Alumni Size (500+ startups supported statewide); Activity/Engagement Level (10+ years); Press/News Presence (100+); Funding Impact ($30M+ through network and events),No,Yes
